4.1887902047863905,1,1.672014381814964e-05
8.377580409572781,2,1.672014381814964e-05
37.69911184307752,3,2.8960138602893852e-05
117.28612573401894,4,4.423734242805792e-05
272.2713633111154,5,6.028533586947076e-05
272.2713633111154,6,5.503273057080743e-05
272.2713633111154,7,5.095040810782087e-05
272.2713633111154,8,4.765974271394372e-05
272.2713633111154,9,4.4934036350181004e-05
272.2713633111154,10,4.262816979941139e-05
272.2713633111154,11,4.064436515174754e-05
272.2713633111154,12,3.891401697383015e-05
272.2713633111154,13,3.7387378170955474e-05
272.2713633111154,14,3.602737907726219e-05
272.2713633111154,15,3.480575489242595e-05
272.2713633111154,16,3.370052726263575e-05
272.2713633111154,17,3.269431377478937e-05
272.2713633111154,18,3.1773161809295816e-05
272.2713633111154,19,3.092572477512982e-05
272.2713633111154,20,3.014266793473538e-05
272.2713633111154,21,2.941623183637167e-05
272.2713633111154,22,2.873990621582289e-05
272.2713633111154,23,2.8108182782331872e-05
272.2713633111154,24,2.7516365285403714e-05
272.2713633111154,25,2.6960421810108604e-05
272.2713633111154,26,2.6436868635468515e-05
272.2713633111154,27,2.5942677982553433e-05
272.2713633111154,28,2.5475204053910436e-05
272.2713633111154,29,2.503212322712041e-05
272.2713633111154,30,2.461138530875124e-05
272.2713633111154,31,2.4211173509869025e-05
272.2713633111154,32,2.382987135697186e-05
272.2713633111154,33,2.3466035161402888e-05
272.2713633111154,34,2.3118370976394313e-05
272.2713633111154,35,2.2785715202088782e-05
272.2713633111154,36,2.2467018175090502e-05
272.2713633111154,37,2.216133021453561e-05
272.2713633111154,38,2.1867789701603114e-05
272.2713633111154,39,2.158561285129548e-05
272.2713633111154,40,2.1314084899705694e-05
272.2713633111154,41,2.1052552480941412e-05
272.2713633111154,42,2.0800417008454017e-05
272.2713633111154,43,2.0557128908027678e-05
272.2713633111154,44,2.032218257587377e-05
272.2713633111154,45,2.0095111956490255e-05
272.2713633111154,46,1.9875486652217827e-05
272.2713633111154,47,1.9662908490555712e-05
272.2713633111154,48,1.9457008486915076e-05
272.2713633111154,49,1.9257444150077572e-05
272.2713633111154,50,1.9063897085577488e-05
